Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
Girls posses great logic ..,yes,"['girls', 'posse', '##s', 'great', 'logic', '.', '.']","['G', 'i', 'r', 'l', 's', ' ', 'p', 'o', 's', 's', 'e', 's', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'l', 'o', 'g', 'i', 'c', ' ', '.', '.']",['Girls posses great logic ..'],"['girls', 'posse', '##s', 'great', 'logic', '.', '.']",Girls posse great logic ..
I think it is been a pretty good day so far.,yes,"['i', 'think', 'it', 'is', 'been', 'a', 'pretty', 'good', 'day', 'so', 'far', '.']","['I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'i', 't', ' ', 'i', 's', ' ', 'b', 'e', 'e', 'n', ' ', 'a', ' ', 'p', 'r', 'e', 't', 't', 'y', ' ', 'g', 'o', 'o', 'd', ' ', 'd', 'a', 'y', ' ', 's', 'o', ' ', 'f', 'a', 'r', '.']",['I think it is been a pretty good day so far.'],"['i', 'think', 'it', 'is', 'been', 'a', 'pretty', 'good', 'day', 'so', 'far', '.']",I think it is been a pretty good day so far .
Another racially diverse bear weekend promotion.,yes,"['another', 'racial', '##ly', 'diverse', 'bear', 'weekend', 'promotion', '.']","['A', 'n', 'o', 't', 'h', 'e', 'r', ' ', 'r', 'a', 'c', 'i', 'a', 'l', 'l', 'y', ' ', 'd', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'b', 'e', 'a', 'r', ' ', 'w', 'e', 'e', 'k', 'e', 'n', 'd', ' ', 'p', 'r', 'o', 'm', 'o', 't', 'i', 'o', 'n', '.']",['Another racially diverse bear weekend promotion.'],"['another', 'racial', '##ly', 'diverse', 'bear', 'weekend', 'promotion', '.']",Another racially diverse bear weekend promotion .
what are you talking about Theyre only up 15 one thats not by much at all,yes,"['what', 'are', 'you', 'talking', 'about', 'they', '##re', 'only', 'up', '15', 'one', 'that', '##s', 'not', 'by', 'much', 'at', 'all']","['w', 'h', 'a', 't', ' ', 'a', 'r', 'e', ' ', 'y', 'o', 'u', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'a', 'b', 'o', 'u', 't', ' ', 'T', 'h', 'e', 'y', 'r', 'e', ' ', 'o', 'n', 'l', 'y', ' ', 'u', 'p', ' ', '1', '5', ' ', 'o', 'n', 'e', ' ', 't', 'h', 'a', 't', 's', ' ', 'n', 'o', 't', ' ', 'b', 'y', ' ', 'm', 'u', 'c', 'h', ' ', 'a', 't', ' ', 'a', 'l', 'l']",['what are you talking about Theyre only up 15 one thats not by much at all'],"['what', 'are', 'you', 'talking', 'about', 'they', '##re', 'only', 'up', '15', 'one', 'that', '##s', 'not', 'by', 'much', 'at', 'all']",what are you talking about Theyre only up 15 one thats not by much at all
Yes... we must tolerate the intolerant...,yes,"['yes', '.', '.', '.', 'we', 'must', 'tolerate', 'the', 'into', '##ler', '##ant', '.', '.', '.']","['Y', 'e', 's', '.', '.', '.', ' ', 'w', 'e', ' ', 'm', 'u', 's', 't', ' ', 't', 'o', 'l', 'e', 'r', 'a', 't', 'e', ' ', 't', 'h', 'e', ' ', 'i', 'n', 't', 'o', 'l', 'e', 'r', 'a', 'n', 't', '.', '.', '.']",['Yes... we must tolerate the intolerant...'],"['yes', '.', '.', '.', 'we', 'must', 'tolerate', 'the', 'into', '##ler', '##ant', '.', '.', '.']",Yes ... we must tolerate the intolerant ...
God must love stupid people  He made SO many,yes,"['god', 'must', 'love', 'stupid', 'people', 'he', 'made', 'so', 'many']","['G', 'o', 'd', ' ', 'm', 'u', 's', 't', ' ', 'l', 'o', 'v', 'e', ' ', 's', 't', 'u', 'p', 'i', 'd', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', ' ', 'H', 'e', ' ', 'm', 'a', 'd', 'e', ' ', 'S', 'O', ' ', 'm', 'a', 'n', 'y']",['God must love stupid people  He made SO many'],"['god', 'must', 'love', 'stupid', 'people', 'he', 'made', 'so', 'many']",God must love stupid people He made SO many
is redefining funny through her sublime performance in . Its a treat watching her.,yes,"['is', 'red', '##ef', '##ining', 'funny', 'through', 'her', 'sublime', 'performance', 'in', '.', 'its', 'a', 'treat', 'watching', 'her', '.']","['i', 's', ' ', 'r', 'e', 'd', 'e', 'f', 'i', 'n', 'i', 'n', 'g', ' ', 'f', 'u', 'n', 'n', 'y', ' ', 't', 'h', 'r', 'o', 'u', 'g', 'h', ' ', 'h', 'e', 'r', ' ', 's', 'u', 'b', 'l', 'i', 'm', 'e', ' ', 'p', 'e', 'r', 'f', 'o', 'r', 'm', 'a', 'n', 'c', 'e', ' ', 'i', 'n', ' ', '.', ' ', 'I', 't', 's', ' ', 'a', ' ', 't', 'r', 'e', 'a', 't', ' ', 'w', 'a', 't', 'c', 'h', 'i', 'n', 'g', ' ', 'h', 'e', 'r', '.']","['is redefining funny through her sublime performance in .', 'Its a treat watching her.']","['is', 'red', '##ef', '##ining', 'funny', 'through', 'her', 'sublime', 'performance', 'in', '.', 'its', 'a', 'treat', 'watching', 'her', '.']",is redefining funny through her sublime performance in . Its a treat watching her .
"since white Americans did it, ipso facto a priori it cannot be terrorism",yes,"['since', 'white', 'americans', 'did', 'it', ',', 'ip', '##so', 'facto', 'a', 'prior', '##i', 'it', 'cannot', 'be', 'terrorism']","['s', 'i', 'n', 'c', 'e', ' ', 'w', 'h', 'i', 't', 'e', ' ', 'A', 'm', 'e', 'r', 'i', 'c', 'a', 'n', 's', ' ', 'd', 'i', 'd', ' ', 'i', 't', ',', ' ', 'i', 'p', 's', 'o', ' ', 'f', 'a', 'c', 't', 'o', ' ', 'a', ' ', 'p', 'r', 'i', 'o', 'r', 'i', ' ', 'i', 't', ' ', 'c', 'a', 'n', 'n', 'o', 't', ' ', 'b', 'e', ' ', 't', 'e', 'r', 'r', 'o', 'r', 'i', 's', 'm']","['since white Americans did it, ipso facto a priori it cannot be terrorism']","['since', 'white', 'americans', 'did', 'it', ',', 'ip', '##so', 'facto', 'a', 'prior', '##i', 'it', 'cannot', 'be', 'terrorism']","since white Americans did it , ipso facto a priori it can not be terrorism"
Camp on Sunday.....what can be better than that,yes,"['camp', 'on', 'sunday', '.', '.', '.', '.', '.', 'what', 'can', 'be', 'better', 'than', 'that']","['C', 'a', 'm', 'p', ' ', 'o', 'n', ' ', 'S', 'u', 'n', 'd', 'a', 'y', '.', '.', '.', '.', '.', 'w', 'h', 'a', 't', ' ', 'c', 'a', 'n', ' ', 'b', 'e', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 't', 'h', 'a', 'n', ' ', 't', 'h', 'a', 't']",['Camp on Sunday.....what can be better than that'],"['camp', 'on', 'sunday', '.', '.', '.', '.', '.', 'what', 'can', 'be', 'better', 'than', 'that']",Camp on Sunday ..... what can be better than that
thanks for sharing  ,yes,"['thanks', 'for', 'sharing']","['t', 'h', 'a', 'n', 'k', 's', ' ', 'f', 'o', 'r', ' ', 's', 'h', 'a', 'r', 'i', 'n', 'g', ' ', ' ']",['thanks for sharing'],"['thanks', 'for', 'sharing']",thanks for sharing
Oh no! You mean improving lives of many Chipotle employees means a slightly more expensive taco,yes,"['oh', 'no', '!', 'you', 'mean', 'improving', 'lives', 'of', 'many', 'chip', '##ot', '##le', 'employees', 'means', 'a', 'slightly', 'more', 'expensive', 'ta', '##co']","['O', 'h', ' ', 'n', 'o', '!', ' ', 'Y', 'o', 'u', ' ', 'm', 'e', 'a', 'n', ' ', 'i', 'm', 'p', 'r', 'o', 'v', 'i', 'n', 'g', ' ', 'l', 'i', 'v', 'e', 's', ' ', 'o', 'f', ' ', 'm', 'a', 'n', 'y', ' ', 'C', 'h', 'i', 'p', 'o', 't', 'l', 'e', ' ', 'e', 'm', 'p', 'l', 'o', 'y', 'e', 'e', 's', ' ', 'm', 'e', 'a', 'n', 's', ' ', 'a', ' ', 's', 'l', 'i', 'g', 'h', 't', 'l', 'y', ' ', 'm', 'o', 'r', 'e', ' ', 'e', 'x', 'p', 'e', 'n', 's', 'i', 'v', 'e', ' ', 't', 'a', 'c', 'o']","['Oh no!', 'You mean improving lives of many Chipotle employees means a slightly more expensive taco']","['oh', 'no', '!', 'you', 'mean', 'improving', 'lives', 'of', 'many', 'chip', '##ot', '##le', 'employees', 'means', 'a', 'slightly', 'more', 'expensive', 'ta', '##co']",Oh no ! You mean improving life of many Chipotle employee mean a slightly more expensive taco
Hey I do not think you guys have sent me enough emails. Is there a mailing list I can sign up for,yes,"['hey', 'i', 'do', 'not', 'think', 'you', 'guys', 'have', 'sent', 'me', 'enough', 'emails', '.', 'is', 'there', 'a', 'mail', '##ing', 'list', 'i', 'can', 'sign', 'up', 'for']","['H', 'e', 'y', ' ', 'I', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'y', 'o', 'u', ' ', 'g', 'u', 'y', 's', ' ', 'h', 'a', 'v', 'e', ' ', 's', 'e', 'n', 't', ' ', 'm', 'e', ' ', 'e', 'n', 'o', 'u', 'g', 'h', ' ', 'e', 'm', 'a', 'i', 'l', 's', '.', ' ', 'I', 's', ' ', 't', 'h', 'e', 'r', 'e', ' ', 'a', ' ', 'm', 'a', 'i', 'l', 'i', 'n', 'g', ' ', 'l', 'i', 's', 't', ' ', 'I', ' ', 'c', 'a', 'n', ' ', 's', 'i', 'g', 'n', ' ', 'u', 'p', ' ', 'f', 'o', 'r']","['Hey I do not think you guys have sent me enough emails.', 'Is there a mailing list I can sign up for']","['hey', 'i', 'do', 'not', 'think', 'you', 'guys', 'have', 'sent', 'me', 'enough', 'emails', '.', 'is', 'there', 'a', 'mail', '##ing', 'list', 'i', 'can', 'sign', 'up', 'for']",Hey I do not think you guy have sent me enough email . Is there a mailing list I can sign up for
I am at the library and my phone has been dead for the majority of the day. This is the hell I live in.,yes,"['i', 'am', 'at', 'the', 'library', 'and', 'my', 'phone', 'has', 'been', 'dead', 'for', 'the', 'majority', 'of', 'the', 'day', '.', 'this', 'is', 'the', 'hell', 'i', 'live', 'in', '.']","['I', ' ', 'a', 'm', ' ', 'a', 't', ' ', 't', 'h', 'e', ' ', 'l', 'i', 'b', 'r', 'a', 'r', 'y', ' ', 'a', 'n', 'd', ' ', 'm', 'y', ' ', 'p', 'h', 'o', 'n', 'e', ' ', 'h', 'a', 's', ' ', 'b', 'e', 'e', 'n', ' ', 'd', 'e', 'a', 'd', ' ', 'f', 'o', 'r', ' ', 't', 'h', 'e', ' ', 'm', 'a', 'j', 'o', 'r', 'i', 't', 'y', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'd', 'a', 'y', '.', ' ', 'T', 'h', 'i', 's', ' ', 'i', 's', ' ', 't', 'h', 'e', ' ', 'h', 'e', 'l', 'l', ' ', 'I', ' ', 'l', 'i', 'v', 'e', ' ', 'i', 'n', '.']","['I am at the library and my phone has been dead for the majority of the day.', 'This is the hell I live in.']","['i', 'am', 'at', 'the', 'library', 'and', 'my', 'phone', 'has', 'been', 'dead', 'for', 'the', 'majority', 'of', 'the', 'day', '.', 'this', 'is', 'the', 'hell', 'i', 'live', 'in', '.']",I am at the library and my phone ha been dead for the majority of the day . This is the hell I live in .
"I hate when I tell someone just how intelligent,sexy and amazing I think they are and then find out they do not understand",yes,"['i', 'hate', 'when', 'i', 'tell', 'someone', 'just', 'how', 'intelligent', ',', 'sexy', 'and', 'amazing', 'i', 'think', 'they', 'are', 'and', 'then', 'find', 'out', 'they', 'do', 'not', 'understand']","['I', ' ', 'h', 'a', 't', 'e', ' ', 'w', 'h', 'e', 'n', ' ', 'I', ' ', 't', 'e', 'l', 'l', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 'j', 'u', 's', 't', ' ', 'h', 'o', 'w', ' ', 'i', 'n', 't', 'e', 'l', 'l', 'i', 'g', 'e', 'n', 't', ',', 's', 'e', 'x', 'y', ' ', 'a', 'n', 'd', ' ', 'a', 'm', 'a', 'z', 'i', 'n', 'g', ' ', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'e', 'y', ' ', 'a', 'r', 'e', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', 'n', ' ', 'f', 'i', 'n', 'd', ' ', 'o', 'u', 't', ' ', 't', 'h', 'e', 'y', ' ', 'd', 'o', ' ', 'n', 'o', 't', ' ', 'u', 'n', 'd', 'e', 'r', 's', 't', 'a', 'n', 'd']","['I hate when I tell someone just how intelligent,sexy and amazing I think they are and then find out they do not understand']","['i', 'hate', 'when', 'i', 'tell', 'someone', 'just', 'how', 'intelligent', ',', 'sexy', 'and', 'amazing', 'i', 'think', 'they', 'are', 'and', 'then', 'find', 'out', 'they', 'do', 'not', 'understand']","I hate when I tell someone just how intelligent , sexy and amazing I think they are and then find out they do not understand"
"Corporate welfare fails again, we are absolutely shocked!",yes,"['corporate', 'welfare', 'fails', 'again', ',', 'we', 'are', 'absolutely', 'shocked', '!']","['C', 'o', 'r', 'p', 'o', 'r', 'a', 't', 'e', ' ', 'w', 'e', 'l', 'f', 'a', 'r', 'e', ' ', 'f', 'a', 'i', 'l', 's', ' ', 'a', 'g', 'a', 'i', 'n', ',', ' ', 'w', 'e', ' ', 'a', 'r', 'e', ' ', 'a', 'b', 's', 'o', 'l', 'u', 't', 'e', 'l', 'y', ' ', 's', 'h', 'o', 'c', 'k', 'e', 'd', '!']","['Corporate welfare fails again, we are absolutely shocked!']","['corporate', 'welfare', 'fails', 'again', ',', 'we', 'are', 'absolutely', 'shocked', '!']","Corporate welfare fails again , we are absolutely shocked !"
Jordys knee would be fine right now if the game was played at night as originally planned.,yes,"['jo', '##rdy', '##s', 'knee', 'would', 'be', 'fine', 'right', 'now', 'if', 'the', 'game', 'was', 'played', 'at', 'night', 'as', 'originally', 'planned', '.']","['J', 'o', 'r', 'd', 'y', 's', ' ', 'k', 'n', 'e', 'e', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'b', 'e', ' ', 'f', 'i', 'n', 'e', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'n', 'o', 'w', ' ', 'i', 'f', ' ', 't', 'h', 'e', ' ', 'g', 'a', 'm', 'e', ' ', 'w', 'a', 's', ' ', 'p', 'l', 'a', 'y', 'e', 'd', ' ', 'a', 't', ' ', 'n', 'i', 'g', 'h', 't', ' ', 'a', 's', ' ', 'o', 'r', 'i', 'g', 'i', 'n', 'a', 'l', 'l', 'y', ' ', 'p', 'l', 'a', 'n', 'n', 'e', 'd', '.']",['Jordys knee would be fine right now if the game was played at night as originally planned.'],"['jo', '##rdy', '##s', 'knee', 'would', 'be', 'fine', 'right', 'now', 'if', 'the', 'game', 'was', 'played', 'at', 'night', 'as', 'originally', 'planned', '.']",Jordys knee would be fine right now if the game wa played at night a originally planned .
Having the best day ever!,yes,"['having', 'the', 'best', 'day', 'ever', '!']","['H', 'a', 'v', 'i', 'n', 'g', ' ', 't', 'h', 'e', ' ', 'b', 'e', 's', 't', ' ', 'd', 'a', 'y', ' ', 'e', 'v', 'e', 'r', '!']",['Having the best day ever!'],"['having', 'the', 'best', 'day', 'ever', '!']",Having the best day ever !
The Only Running I do Is LATE,yes,"['the', 'only', 'running', 'i', 'do', 'is', 'late']","['T', 'h', 'e', ' ', 'O', 'n', 'l', 'y', ' ', 'R', 'u', 'n', 'n', 'i', 'n', 'g', ' ', 'I', ' ', 'd', 'o', ' ', 'I', 's', ' ', 'L', 'A', 'T', 'E']",['The Only Running I do Is LATE'],"['the', 'only', 'running', 'i', 'do', 'is', 'late']",The Only Running I do Is LATE
Only 92 win to sweep series!!,yes,"['only', '92', 'win', 'to', 'sweep', 'series', '!', '!']","['O', 'n', 'l', 'y', ' ', '9', '2', ' ', 'w', 'i', 'n', ' ', 't', 'o', ' ', 's', 'w', 'e', 'e', 'p', ' ', 's', 'e', 'r', 'i', 'e', 's', '!', '!']","['Only 92 win to sweep series!', '!']","['only', '92', 'win', 'to', 'sweep', 'series', '!', '!']",Only 92 win to sweep series ! !
So when I first joined Twitter it was only because I was a part of some random I Love Vampires fan club. sigh those good old days,yes,"['so', 'when', 'i', 'first', 'joined', 'twitter', 'it', 'was', 'only', 'because', 'i', 'was', 'a', 'part', 'of', 'some', 'random', 'i', 'love', 'vampires', 'fan', 'club', '.', 'sigh', 'those', 'good', 'old', 'days']","['S', 'o', ' ', 'w', 'h', 'e', 'n', ' ', 'I', ' ', 'f', 'i', 'r', 's', 't', ' ', 'j', 'o', 'i', 'n', 'e', 'd', ' ', 'T', 'w', 'i', 't', 't', 'e', 'r', ' ', 'i', 't', ' ', 'w', 'a', 's', ' ', 'o', 'n', 'l', 'y', ' ', 'b', 'e', 'c', 'a', 'u', 's', 'e', ' ', 'I', ' ', 'w', 'a', 's', ' ', 'a', ' ', 'p', 'a', 'r', 't', ' ', 'o', 'f', ' ', 's', 'o', 'm', 'e', ' ', 'r', 'a', 'n', 'd', 'o', 'm', ' ', 'I', ' ', 'L', 'o', 'v', 'e', ' ', 'V', 'a', 'm', 'p', 'i', 'r', 'e', 's', ' ', 'f', 'a', 'n', ' ', 'c', 'l', 'u', 'b', '.', ' ', 's', 'i', 'g', 'h', ' ', 't', 'h', 'o', 's', 'e', ' ', 'g', 'o', 'o', 'd', ' ', 'o', 'l', 'd', ' ', 'd', 'a', 'y', 's']","['So when I first joined Twitter it was only because I was a part of some random I Love Vampires fan club.', 'sigh those good old days']","['so', 'when', 'i', 'first', 'joined', 'twitter', 'it', 'was', 'only', 'because', 'i', 'was', 'a', 'part', 'of', 'some', 'random', 'i', 'love', 'vampires', 'fan', 'club', '.', 'sigh', 'those', 'good', 'old', 'days']",So when I first joined Twitter it wa only because I wa a part of some random I Love Vampires fan club . sigh those good old day
Love this HD web broadcast of an important Pan Am sports finale.,yes,"['love', 'this', 'hd', 'web', 'broadcast', 'of', 'an', 'important', 'pan', 'am', 'sports', 'finale', '.']","['L', 'o', 'v', 'e', ' ', 't', 'h', 'i', 's', ' ', 'H', 'D', ' ', 'w', 'e', 'b', ' ', 'b', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', ' ', 'o', 'f', ' ', 'a', 'n', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'P', 'a', 'n', ' ', 'A', 'm', ' ', 's', 'p', 'o', 'r', 't', 's', ' ', 'f', 'i', 'n', 'a', 'l', 'e', '.']",['Love this HD web broadcast of an important Pan Am sports finale.'],"['love', 'this', 'hd', 'web', 'broadcast', 'of', 'an', 'important', 'pan', 'am', 'sports', 'finale', '.']",Love this HD web broadcast of an important Pan Am sport finale .
"jr can scout talent, why bother having him on a talent show. facepalm",yes,"['jr', 'can', 'scout', 'talent', ',', 'why', 'bother', 'having', 'him', 'on', 'a', 'talent', 'show', '.', 'face', '##pal', '##m']","['j', 'r', ' ', 'c', 'a', 'n', ' ', 's', 'c', 'o', 'u', 't', ' ', 't', 'a', 'l', 'e', 'n', 't', ',', ' ', 'w', 'h', 'y', ' ', 'b', 'o', 't', 'h', 'e', 'r', ' ', 'h', 'a', 'v', 'i', 'n', 'g', ' ', 'h', 'i', 'm', ' ', 'o', 'n', ' ', 'a', ' ', 't', 'a', 'l', 'e', 'n', 't', ' ', 's', 'h', 'o', 'w', '.', ' ', 'f', 'a', 'c', 'e', 'p', 'a', 'l', 'm']","['jr can scout talent, why bother having him on a talent show.', 'facepalm']","['jr', 'can', 'scout', 'talent', ',', 'why', 'bother', 'having', 'him', 'on', 'a', 'talent', 'show', '.', 'face', '##pal', '##m']","jr can scout talent , why bother having him on a talent show . facepalm"
"I know, I too was being",yes,"['i', 'know', ',', 'i', 'too', 'was', 'being']","['I', ' ', 'k', 'n', 'o', 'w', ',', ' ', 'I', ' ', 't', 'o', 'o', ' ', 'w', 'a', 's', ' ', 'b', 'e', 'i', 'n', 'g']","['I know, I too was being']","['i', 'know', ',', 'i', 'too', 'was', 'being']","I know , I too wa being"
So sat at terminal 5 having a coffee with the bae   listing to some dope tunes on the radio........,yes,"['so', 'sat', 'at', 'terminal', '5', 'having', 'a', 'coffee', 'with', 'the', 'bae', 'listing', 'to', 'some', 'do', '##pe', 'tunes', 'on', 'the', 'radio', '.', '.', '.', '.', '.', '.', '.', '.']","['S', 'o', ' ', 's', 'a', 't', ' ', 'a', 't', ' ', 't', 'e', 'r', 'm', 'i', 'n', 'a', 'l', ' ', '5', ' ', 'h', 'a', 'v', 'i', 'n', 'g', ' ', 'a', ' ', 'c', 'o', 'f', 'f', 'e', 'e', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'b', 'a', 'e', ' ', ' ', ' ', 'l', 'i', 's', 't', 'i', 'n', 'g', ' ', 't', 'o', ' ', 's', 'o', 'm', 'e', ' ', 'd', 'o', 'p', 'e', ' ', 't', 'u', 'n', 'e', 's', ' ', 'o', 'n', ' ', 't', 'h', 'e', ' ', 'r', 'a', 'd', 'i', 'o', '.', '.', '.', '.', '.', '.', '.', '.']",['So sat at terminal 5 having a coffee with the bae   listing to some dope tunes on the radio........'],"['so', 'sat', 'at', 'terminal', '5', 'having', 'a', 'coffee', 'with', 'the', 'bae', 'listing', 'to', 'some', 'do', '##pe', 'tunes', 'on', 'the', 'radio', '.', '.', '.', '.', '.', '.', '.', '.']",So sat at terminal 5 having a coffee with the bae listing to some dope tune on the radio ........
AWWW FUCK CELTIC HAVE ONLY GOT THREE STRIKERS !! FUCCCCCKK AW NAW ! SOMEBODY HELP US !!,yes,"['aw', '##w', '##w', 'fuck', 'celtic', 'have', 'only', 'got', 'three', 'strikers', '!', '!', 'fu', '##cc', '##cc', '##ck', '##k', 'aw', 'na', '##w', '!', 'somebody', 'help', 'us', '!', '!']","['A', 'W', 'W', 'W', ' ', 'F', 'U', 'C', 'K', ' ', 'C', 'E', 'L', 'T', 'I', 'C', ' ', 'H', 'A', 'V', 'E', ' ', 'O', 'N', 'L', 'Y', ' ', 'G', 'O', 'T', ' ', 'T', 'H', 'R', 'E', 'E', ' ', 'S', 'T', 'R', 'I', 'K', 'E', 'R', 'S', ' ', '!', '!', ' ', 'F', 'U', 'C', 'C', 'C', 'C', 'C', 'K', 'K', ' ', 'A', 'W', ' ', 'N', 'A', 'W', ' ', '!', ' ', 'S', 'O', 'M', 'E', 'B', 'O', 'D', 'Y', ' ', 'H', 'E', 'L', 'P', ' ', 'U', 'S', ' ', '!', '!']","['AWWW FUCK CELTIC HAVE ONLY GOT THREE STRIKERS !', '!', 'FUCCCCCKK AW NAW !', 'SOMEBODY HELP US !', '!']","['aw', '##w', '##w', 'fuck', 'celtic', 'have', 'only', 'got', 'three', 'strikers', '!', '!', 'fu', '##cc', '##cc', '##ck', '##k', 'aw', 'na', '##w', '!', 'somebody', 'help', 'us', '!', '!']",AWWW FUCK CELTIC HAVE ONLY GOT THREE STRIKERS ! ! FUCCCCCKK AW NAW ! SOMEBODY HELP US ! !
Gotta love the automatic response emails from State representatives!,yes,"['gotta', 'love', 'the', 'automatic', 'response', 'emails', 'from', 'state', 'representatives', '!']","['G', 'o', 't', 't', 'a', ' ', 'l', 'o', 'v', 'e', ' ', 't', 'h', 'e', ' ', 'a', 'u', 't', 'o', 'm', 'a', 't', 'i', 'c', ' ', 'r', 'e', 's', 'p', 'o', 'n', 's', 'e', ' ', 'e', 'm', 'a', 'i', 'l', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'S', 't', 'a', 't', 'e', ' ', 'r', 'e', 'p', 'r', 'e', 's', 'e', 'n', 't', 'a', 't', 'i', 'v', 'e', 's', '!']",['Gotta love the automatic response emails from State representatives!'],"['gotta', 'love', 'the', 'automatic', 'response', 'emails', 'from', 'state', 'representatives', '!']",Got ta love the automatic response email from State representative !
tells me the Rockies are going to sweep this series. I appreciate that. I will not waste my time watching.,yes,"['tells', 'me', 'the', 'rockies', 'are', 'going', 'to', 'sweep', 'this', 'series', '.', 'i', 'appreciate', 'that', '.', 'i', 'will', 'not', 'waste', 'my', 'time', 'watching', '.']","['t', 'e', 'l', 'l', 's', ' ', 'm', 'e', ' ', 't', 'h', 'e', ' ', 'R', 'o', 'c', 'k', 'i', 'e', 's', ' ', 'a', 'r', 'e', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 't', 'o', ' ', 's', 'w', 'e', 'e', 'p', ' ', 't', 'h', 'i', 's', ' ', 's', 'e', 'r', 'i', 'e', 's', '.', ' ', 'I', ' ', 'a', 'p', 'p', 'r', 'e', 'c', 'i', 'a', 't', 'e', ' ', 't', 'h', 'a', 't', '.', ' ', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'n', 'o', 't', ' ', 'w', 'a', 's', 't', 'e', ' ', 'm', 'y', ' ', 't', 'i', 'm', 'e', ' ', 'w', 'a', 't', 'c', 'h', 'i', 'n', 'g', '.']","['tells me the Rockies are going to sweep this series.', 'I appreciate that.', 'I will not waste my time watching.']","['tells', 'me', 'the', 'rockies', 'are', 'going', 'to', 'sweep', 'this', 'series', '.', 'i', 'appreciate', 'that', '.', 'i', 'will', 'not', 'waste', 'my', 'time', 'watching', '.']",tell me the Rockies are going to sweep this series . I appreciate that . I will not waste my time watching .
If only the 10 year old had a gun too.  via,yes,"['if', 'only', 'the', '10', 'year', 'old', 'had', 'a', 'gun', 'too', '.', 'via']","['I', 'f', ' ', 'o', 'n', 'l', 'y', ' ', 't', 'h', 'e', ' ', '1', '0', ' ', 'y', 'e', 'a', 'r', ' ', 'o', 'l', 'd', ' ', 'h', 'a', 'd', ' ', 'a', ' ', 'g', 'u', 'n', ' ', 't', 'o', 'o', '.', ' ', ' ', 'v', 'i', 'a']","['If only the 10 year old had a gun too.', 'via']","['if', 'only', 'the', '10', 'year', 'old', 'had', 'a', 'gun', 'too', '.', 'via']",If only the 10 year old had a gun too . via
