Tweet,Sarcasm,tokens
Getting scammed on some MJ is pretty cool.. unamused_face,yes,"['Getting', 'scammed', 'on', 'some', 'MJ', 'is', 'pretty', 'cool', '..', 'unamused_face']"
Seriously my vacation is horrible.,yes,"['Seriously', 'my', 'vacation', 'is', 'horrible', '.']"
I just love people with shitty attitudes,yes,"['I', 'just', 'love', 'people', 'with', 'shitty', 'attitudes']"
Good point. Didnt say I NEEDED more followers however. Just saying you would think I would have more since I am so great.,yes,"['Good', 'point', '.', 'Didnt', 'say', 'I', 'NEEDED', 'more', 'followers', 'however', '.', 'Just', 'saying', 'you', 'would', 'think', 'I', 'would', 'have', 'more', 'since', 'I', 'am', 'so', 'great', '.']"
TAHM BRADY IS A FAHKIN AMERICAN HERO!!  HE DONT NEED TAH CHEAT CUZ HE IS UNSTOPPABLE!!! ITS A FAHKIN CONSPIRACY!!!!,yes,"['TAHM', 'BRADY', 'IS', 'A', 'FAHKIN', 'AMERICAN', 'HERO', '!', '!', 'HE', 'DONT', 'NEED', 'TAH', 'CHEAT', 'CUZ', 'HE', 'IS', 'UNSTOPPABLE', '!', '!', '!', 'ITS', 'A', 'FAHKIN', 'CONSPIRACY', '!', '!', '!']"
So is  retiring Hmmm had not heard that,yes,"['So', 'is', 'retiring', 'Hmmm', 'had', 'not', 'heard', 'that']"
What an amazing deal!  is SO generous with the prices of their nonstandard crap.,yes,"['What', 'an', 'amazing', 'deal', '!', 'is', 'SO', 'generous', 'with', 'the', 'prices', 'of', 'their', 'nonstandard', 'crap', '.']"
This is their year!,yes,"['This', 'is', 'their', 'year', '!']"
Love when u land and ur gate is still occupied.,yes,"['Love', 'when', 'u', 'land', 'and', 'ur', 'gate', 'is', 'still', 'occupied', '.']"
How dare you  ... Just let them hit,yes,"['How', 'dare', 'you', '...', 'Just', 'let', 'them', 'hit']"
"So, based on transcripts wBradys unequivocal denial under oath ampGoodells ruling, should expect perjury charges",yes,"['So', ',', 'based', 'on', 'transcripts', 'wBradys', 'unequivocal', 'denial', 'under', 'oath', 'ampGoodells', 'ruling', ',', 'should', 'expect', 'perjury', 'charges']"
Bahahaha. OrIWillSlapPeople   sarcasm_only with repostapp,yes,"['Bahahaha', '.', 'OrIWillSlapPeople', 'sarcasm_only', 'with', 'repostapp']"
"also, how DARE you read the teleprompter Its like it is your job to report the news or something",yes,"['also', ',', 'how', 'DARE', 'you', 'read', 'the', 'teleprompter', 'Its', 'like', 'it', 'is', 'your', 'job', 'to', 'report', 'the', 'news', 'or', 'something']"
seeking to undermine a nonTory MP Nick How unlike you,yes,"['seeking', 'to', 'undermine', 'a', 'nonTory', 'MP', 'Nick', 'How', 'unlike', 'you']"
How dare those evil scouts embarrass ! They must be part of some sort of opposition plot! Probably a fake rule!,yes,"['How', 'dare', 'those', 'evil', 'scouts', 'embarrass', '!', 'They', 'must', 'be', 'part', 'of', 'some', 'sort', 'of', 'opposition', 'plot', '!', 'Probably', 'a', 'fake', 'rule', '!']"
really kelvin you said playoffs! As a baseball guru we call it the postseason. Pshhhh playoffs..,yes,"['really', 'kelvin', 'you', 'said', 'playoffs', '!', 'As', 'a', 'baseball', 'guru', 'we', 'call', 'it', 'the', 'postseason', '.', 'Pshhhh', 'playoffs', '..']"
You should tweet that to Jean just in case ,yes,"['You', 'should', 'tweet', 'that', 'to', 'Jean', 'just', 'in', 'case']"
Didnt Carlos colon have the world title like 84 times,yes,"['Didnt', 'Carlos', 'colon', 'have', 'the', 'world', 'title', 'like', '84', 'times']"
but your company knows a nice place for cheap that it recommends to consultants and the like...,yes,"['but', 'your', 'company', 'knows', 'a', 'nice', 'place', 'for', 'cheap', 'that', 'it', 'recommends', 'to', 'consultants', 'and', 'the', 'like', '...']"
Oh certain hockey players are such mature upstanding gentlemen,yes,"['Oh', 'certain', 'hockey', 'players', 'are', 'such', 'mature', 'upstanding', 'gentlemen']"
I am so glad this thing is not letting me save my work.,yes,"['I', 'am', 'so', 'glad', 'this', 'thing', 'is', 'not', 'letting', 'me', 'save', 'my', 'work', '.']"
Someone lend me a few million....I wanna make a movie as awesome as Sharknado.,yes,"['Someone', 'lend', 'me', 'a', 'few', 'million', '...', 'I', 'wanna', 'make', 'a', 'movie', 'as', 'awesome', 'as', 'Sharknado', '.']"
Today is a prime example of why Nashville is a dull city where no one wants to live. Theres nothing to do tonight.,yes,"['Today', 'is', 'a', 'prime', 'example', 'of', 'why', 'Nashville', 'is', 'a', 'dull', 'city', 'where', 'no', 'one', 'wants', 'to', 'live', '.', 'Theres', 'nothing', 'to', 'do', 'tonight', '.']"
As  would say he should have just had the Tommy John.,yes,"['As', 'would', 'say', 'he', 'should', 'have', 'just', 'had', 'the', 'Tommy', 'John', '.']"
Switching internet providers. The necessary work is scheduled for Thursday pm. We just got cut off. Great job .,yes,"['Switching', 'internet', 'providers', '.', 'The', 'necessary', 'work', 'is', 'scheduled', 'for', 'Thursday', 'pm', '.', 'We', 'just', 'got', 'cut', 'off', '.', 'Great', 'job', '.']"
This preacher seems nice.,yes,"['This', 'preacher', 'seems', 'nice', '.']"
Cant wait to give a speech later in public speaking,yes,"['Cant', 'wait', 'to', 'give', 'a', 'speech', 'later', 'in', 'public', 'speaking']"
"Yeah, it is better to degrade and humiliate your spouse off camera, like he did.",yes,"['Yeah', ',', 'it', 'is', 'better', 'to', 'degrade', 'and', 'humiliate', 'your', 'spouse', 'off', 'camera', ',', 'like', 'he', 'did', '.']"
"Sorry, spelling error. I meant Amurica, aka U.S. which is part of America  ",yes,"['Sorry', ',', 'spelling', 'error', '.', 'I', 'meant', 'Amurica', ',', 'aka', 'U', '.', 'S', '.', 'which', 'is', 'part', 'of', 'America']"
A Friday night match at  for  in Round 23. Thatll be fun to get to.,yes,"['A', 'Friday', 'night', 'match', 'at', 'for', 'in', 'Round', '23', '.', 'Thatll', 'be', 'fun', 'to', 'get', 'to', '.']"
Oh no I do not know how I am going to cope........   raised_hand_mediumlight_skin_tonered_heartwoman_dancing_medium_skin_toneparty_popperclapping_hands_mediumlight_skin_tone,yes,"['Oh', 'no', 'I', 'do', 'not', 'know', 'how', 'I', 'am', 'going', 'to', 'cope', '...', 'raised_hand_mediumlight_skin_tonered_heartwoman_dancing_medium_skin_toneparty_popperclapping_hands_mediumlight_skin_tone']"
I wonder why Jacob Butterfield did not want to play for us!,yes,"['I', 'wonder', 'why', 'Jacob', 'Butterfield', 'did', 'not', 'want', 'to', 'play', 'for', 'us', '!']"
and the first roll of our dampd game is a 2. thank goodness for my 3 modifier.,yes,"['and', 'the', 'first', 'roll', 'of', 'our', 'dampd', 'game', 'is', 'a', '2', '.', 'thank', 'goodness', 'for', 'my', '3', 'modifier', '.']"
Antichrist Pervert!,yes,"['Antichrist', 'Pervert', '!']"
What a shocker,yes,"['What', 'a', 'shocker']"
Has anyone ever really seen an angry Canadian Maybe not since social media...,yes,"['Has', 'anyone', 'ever', 'really', 'seen', 'an', 'angry', 'Canadian', 'Maybe', 'not', 'since', 'social', 'media', '...']"
Ban Condom Ads and slutty women on television because who needs sex education Bad for our culture,yes,"['Ban', 'Condom', 'Ads', 'and', 'slutty', 'women', 'on', 'television', 'because', 'who', 'needs', 'sex', 'education', 'Bad', 'for', 'our', 'culture']"
Sarcasm is such a beautiful thing...it really brings people together,yes,"['Sarcasm', 'is', 'such', 'a', 'beautiful', 'thing', '...', 'it', 'really', 'brings', 'people', 'together']"
I see ITV is upping it is game with,yes,"['I', 'see', 'ITV', 'is', 'upping', 'it', 'is', 'game', 'with']"
"Great offers on at the Ings store, Hull. The entire Pepsi range had this offer on. Might have to get 2",yes,"['Great', 'offers', 'on', 'at', 'the', 'Ings', 'store', ',', 'Hull', '.', 'The', 'entire', 'Pepsi', 'range', 'had', 'this', 'offer', 'on', '.', 'Might', 'have', 'to', 'get', '2']"
"Look at all these dogaggressive pit bulls... Zorra, Lexy, and Jackson are all available for",yes,"['Look', 'at', 'all', 'these', 'dogaggressive', 'pit', 'bulls', '...', 'Zorra', ',', 'Lexy', ',', 'and', 'Jackson', 'are', 'all', 'available', 'for']"
Standard.,yes,"['Standard', '.']"
"Hey  Carlos Gomez is causing problems in Houston too . . . well, there is a surprise.",yes,"['Hey', 'Carlos', 'Gomez', 'is', 'causing', 'problems', 'in', 'Houston', 'too', '. . .', 'well', ',', 'there', 'is', 'a', 'surprise', '.']"
sounding like a man is soo attractive _,yes,"['sounding', 'like', 'a', 'man', 'is', 'soo', 'attractive', '_']"
hey just wanted to say thanks  puberty for letting me be apart of the itty bitty fucking titty committee luv it,yes,"['hey', 'just', 'wanted', 'to', 'say', 'thanks', 'puberty', 'for', 'letting', 'me', 'be', 'apart', 'of', 'the', 'itty', 'bitty', 'fucking', 'titty', 'committee', 'luv', 'it']"
I hate ukeleles too,yes,"['I', 'hate', 'ukeleles', 'too']"
"Also, driving to Devon via Camberley for a meeting is going to do my back the world of good",yes,"['Also', ',', 'driving', 'to', 'Devon', 'via', 'Camberley', 'for', 'a', 'meeting', 'is', 'going', 'to', 'do', 'my', 'back', 'the', 'world', 'of', 'good']"
Use  or  Make sure driver is registered in  More Govt. Good.,yes,"['Use', 'or', 'Make', 'sure', 'driver', 'is', 'registered', 'in', 'More', 'Govt', '.', 'Good', '.']"
why you so mad at Shelly,yes,"['why', 'you', 'so', 'mad', 'at', 'Shelly']"
RT  Thanks  amp !,yes,"['RT', 'Thanks', 'amp', '!']"
Another INT by Wilson... Time to pull him!,yes,"['Another', 'INT', 'by', 'Wilson', '...', 'Time', 'to', 'pull', 'him', '!']"
Miley started performing and I stopped watching. Thanks for a good show mtv.,yes,"['Miley', 'started', 'performing', 'and', 'I', 'stopped', 'watching', '.', 'Thanks', 'for', 'a', 'good', 'show', 'mtv', '.']"
"Its not Halloween there is no need to wear that ugly mask...oh, wait that is your face.",yes,"['Its', 'not', 'Halloween', 'there', 'is', 'no', 'need', 'to', 'wear', 'that', 'ugly', 'mask', '...', 'oh', ',', 'wait', 'that', 'is', 'your', 'face', '.']"
think his tone needs a lot of powder and concealer. He has a very red undertone.,yes,"['think', 'his', 'tone', 'needs', 'a', 'lot', 'of', 'powder', 'and', 'concealer', '.', 'He', 'has', 'a', 'very', 'red', 'undertone', '.']"
I purple_heart Snarky Keychains!,yes,"['I', 'purple_heart', 'Snarky', 'Keychains', '!']"
woke up in the BEST mood smiling_face_with_hearteyes,yes,"['woke', 'up', 'in', 'the', 'BEST', 'mood', 'smiling_face_with_hearteyes']"
Looks like Rorys Hall of Fame commercial is back this year for another,yes,"['Looks', 'like', 'Rorys', 'Hall', 'of', 'Fame', 'commercial', 'is', 'back', 'this', 'year', 'for', 'another']"
3 people unfollowed me on Twitter last night. Please respect my privacy during this difficult time.,yes,"['3', 'people', 'unfollowed', 'me', 'on', 'Twitter', 'last', 'night', '.', 'Please', 'respect', 'my', 'privacy', 'during', 'this', 'difficult', 'time', '.']"
Stopping your 10 grandkids in front of my apt to watch an ambulance responding to a call is not as rude as a 7 yr old saying damn,yes,"['Stopping', 'your', '10', 'grandkids', 'in', 'front', 'of', 'my', 'apt', 'to', 'watch', 'an', 'ambulance', 'responding', 'to', 'a', 'call', 'is', 'not', 'as', 'rude', 'as', 'a', '7', 'yr', 'old', 'saying', 'damn']"
Man U has a brilliant defense.,yes,"['Man', 'U', 'has', 'a', 'brilliant', 'defense', '.']"
"Yeah, but so, so enlightening for them, right,   Seriously it is hard work, but change is one at a time.",yes,"['Yeah', ',', 'but', 'so', ',', 'so', 'enlightening', 'for', 'them', ',', 'right', ',', 'Seriously', 'it', 'is', 'hard', 'work', ',', 'but', 'change', 'is', 'one', 'at', 'a', 'time', '.']"
Other football teams are available,yes,"['Other', 'football', 'teams', 'are', 'available']"
I just cannot wait to get my wisdom teeth out today! Then be doped up for the next couple days!,yes,"['I', 'just', 'cannot', 'wait', 'to', 'get', 'my', 'wisdom', 'teeth', 'out', 'today', '!', 'Then', 'be', 'doped', 'up', 'for', 'the', 'next', 'couple', 'days', '!']"
My timing is always impeccable...,yes,"['My', 'timing', 'is', 'always', 'impeccable', '...']"
"TGIF , shite week at work. On a good note I have got to hand over 1200 for a new drive today",yes,"['TGIF', ',', 'shite', 'week', 'at', 'work', '.', 'On', 'a', 'good', 'note', 'I', 'have', 'got', 'to', 'hand', 'over', '1200', 'for', 'a', 'new', 'drive', 'today']"
Thats a bummer.,yes,"['Thats', 'a', 'bummer', '.']"
Perfect weather for flying!,yes,"['Perfect', 'weather', 'for', 'flying', '!']"
"well ok then, u make a valid point. I really agree with the post I forgot to type ps love u guys, great stuff",yes,"['well', 'ok', 'then', ',', 'u', 'make', 'a', 'valid', 'point', '.', 'I', 'really', 'agree', 'with', 'the', 'post', 'I', 'forgot', 'to', 'type', 'ps', 'love', 'u', 'guys', ',', 'great', 'stuff']"
Sorry but UR life does not matter UR not black,yes,"['Sorry', 'but', 'UR', 'life', 'does', 'not', 'matter', 'UR', 'not', 'black']"
do you know what  means,yes,"['do', 'you', 'know', 'what', 'means']"
"agree, I recommend  Sardana and Chaudhari for the post P",yes,"['agree', ',', 'I', 'recommend', 'Sardana', 'and', 'Chaudhari', 'for', 'the', 'post', 'P']"
BAHAHA...this is just too perfect! face_with_tears_of_joy,yes,"['BAHAHA', '...', 'this', 'is', 'just', 'too', 'perfect', '!', 'face_with_tears_of_joy']"
"What because their old they cannot be thieves Shocker,  that is",yes,"['What', 'because', 'their', 'old', 'they', 'cannot', 'be', 'thieves', 'Shocker', ',', 'that', 'is']"
Google makes OSes,yes,"['Google', 'makes', 'OSes']"
"Just submitted a full rough draft of my Chapter 3.... my reward a few hours of sleep, hooray!  !",yes,"['Just', 'submitted', 'a', 'full', 'rough', 'draft', 'of', 'my', 'Chapter', '3', '...', 'my', 'reward', 'a', 'few', 'hours', 'of', 'sleep', ',', 'hooray', '!', '!']"
Aw. Thats sweet.,yes,"['Aw', '.', 'Thats', 'sweet', '.']"
Cena wins again. Yawn. What creative booking.,yes,"['Cena', 'wins', 'again', '.', 'Yawn', '.', 'What', 'creative', 'booking', '.']"
We have another heat wave! Yay!,yes,"['We', 'have', 'another', 'heat', 'wave', '!', 'Yay', '!']"
I can definitely see why the  sacked Tooves. They were disgraceful tonight,yes,"['I', 'can', 'definitely', 'see', 'why', 'the', 'sacked', 'Tooves', '.', 'They', 'were', 'disgraceful', 'tonight']"
"but I was told he is a crazy dictator who muzzled scientists, destroyed the environment, and eats kittens!",yes,"['but', 'I', 'was', 'told', 'he', 'is', 'a', 'crazy', 'dictator', 'who', 'muzzled', 'scientists', ',', 'destroyed', 'the', 'environment', ',', 'and', 'eats', 'kittens', '!']"
"Folks think it is revolutionary to call black women bitches, hoes and skanks. Lets name a holiday after NWA! Whoo hoo",yes,"['Folks', 'think', 'it', 'is', 'revolutionary', 'to', 'call', 'black', 'women', 'bitches', ',', 'hoes', 'and', 'skanks', '.', 'Lets', 'name', 'a', 'holiday', 'after', 'NWA', '!', 'Whoo', 'hoo']"
Woooowwww that is really fuckin craaazzzyyyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,yes,"['Woooowwww', 'that', 'is', 'really', 'fuckin', 'craaazzzyyyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy']"
Having a 24 marathon because I need more stress in my life.,yes,"['Having', 'a', '24', 'marathon', 'because', 'I', 'need', 'more', 'stress', 'in', 'my', 'life', '.']"
do not you guys just love being assigned readings due on the second day of class beaming_face_with_smiling_eyes,yes,"['do', 'not', 'you', 'guys', 'just', 'love', 'being', 'assigned', 'readings', 'due', 'on', 'the', 'second', 'day', 'of', 'class', 'beaming_face_with_smiling_eyes']"
Did you know that parking garage is actually Latin for smoking area,yes,"['Did', 'you', 'know', 'that', 'parking', 'garage', 'is', 'actually', 'Latin', 'for', 'smoking', 'area']"
looks to the right Oh no how would I ever cope with such a very serious threat...,yes,"['looks', 'to', 'the', 'right', 'Oh', 'no', 'how', 'would', 'I', 'ever', 'cope', 'with', 'such', 'a', 'very', 'serious', 'threat', '...']"
Ha ha. Lord knows it will be on 20 times over the next few weeks. Its THAT good.,yes,"['Ha', 'ha', '.', 'Lord', 'knows', 'it', 'will', 'be', 'on', '20', 'times', 'over', 'the', 'next', 'few', 'weeks', '.', 'Its', 'THAT', 'good', '.']"
Feeling your hip flexor pop as the gun goes off is awesome!,yes,"['Feeling', 'your', 'hip', 'flexor', 'pop', 'as', 'the', 'gun', 'goes', 'off', 'is', 'awesome', '!']"
Wisconsin had 2.878 million jobs right before the recession. We now have 2.882 million. Very impressive Scott Walker.,yes,"['Wisconsin', 'had', '2.878', 'million', 'jobs', 'right', 'before', 'the', 'recession', '.', 'We', 'now', 'have', '2.882', 'million', '.', 'Very', 'impressive', 'Scott', 'Walker', '.']"
Omg I love when people are out at the pool being loud and obnoxious!,yes,"['Omg', 'I', 'love', 'when', 'people', 'are', 'out', 'at', 'the', 'pool', 'being', 'loud', 'and', 'obnoxious', '!']"
It would be a shocker if  bullpen blew this lead.,yes,"['It', 'would', 'be', 'a', 'shocker', 'if', 'bullpen', 'blew', 'this', 'lead', '.']"
Pitbulls are so vicious... two_heartsdog_facegirl_light_skin_tone ,yes,"['Pitbulls', 'are', 'so', 'vicious', '...', 'two_heartsdog_facegirl_light_skin_tone']"
