Tweet,Sarcasm
Locked out the car... Stuck at Walgreens.. Such a wonderful combination... neutral_face,yes
glad those of us onboard that train were notified,yes
Camping in our neighbors backyard in Arlington was pleasant. next time pls plan major const. In the daytime,yes
Nice job curb painters!       Arbys,yes
You know what I do not get to do enough of Install Flash.,yes
Thanks for the multiple replays and zoom in shots of Cam Newton trying to keep his feet in bounds in practice. Riveting story,yes
"yep because Hillary sure intends to address militarized police, the war on drugs and felon voting rights",yes
"Sometimes it is better to just remain silent, and  wkwk winking_face_with_tongue  HKBP Pardomuan",yes
What a CYANIDE surprise you have left for my EYES,yes
"Welp, got the earliest shift today and I lost some sleep last night. Todays just gonna be absolutely amazing.",yes
This is BRAND new information ... I am so shocked.,yes
You guys are one in a Minion,yes
thanks for delaying my flight about five times today!  It has not been inconvenient at all.,yes
are you hoping to see Tiger light it up like he has been I know I am.,yes
Great teammate. Brandon Marshall says he was only Bear to hold Jay Cutler accountable,yes
"Commodity markets came back today, who would have thought...",yes
Yes Niel from TEEN TOP is ugly... very ugly...,yes
Nurse So I am guessing you have got a headache Me no I just like to look cool,yes
"man! I am an adult, I know that!",yes
What a great way to start the holiday!,yes
Did you ever wonder about this question,no
That shit is so June. Get over it.,yes
give me the internet service I deserve and paid for. Can you do that,yes
not from me.,yes
"Art of has been lost. With such a dearth of wit amp intellect, maybe no surprise this is our govt.",yes
".   Well shit, here I thought racism and killer cops were bad things. Thanks for educating me",yes
Its so hot and muggy in LA.  Good thing my wife is going to Miami to get away from this weather,yes
"Were about to get some wet tshirt action,,I picked a good day to wear a bra..",yes
Mate I am doubled upface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,yes
Found my MP3 player amp earbuds strung across the floor. Kitten was sooo nice trying to bring it to me. O_o,yes
I need to tone it down on the sarcasm cause people do not get me.,yes
Yes. More guns. Guns everywhere. Big ole westernstyle shoutout. Sounds like the answer to me,yes
No Cards for getting a lefthanded Mark Reynolds Color me shocked.,yes
So I take it some people do not like the Reezus Christ album cover. Never saw that coming,yes
Pretty Sad Panda has won the byelection in . Such an asset to the Wildrose caucus,yes
"AAPL name change to Orange, boom instant 1 trillion dollar company GOOGL",yes
RT  RT if you love Gorgeous MILFS sign up to ...,yes
Totally random event of course. No relationship at all to,yes
Feeling broody Stick  on. Thatll quell the urge for another few months.,yes
Google Glass allegedly needed bc you have to take your phone out of pocket and tap it to get online,yes
Calling someone unattractive is definitely the same as violating their civil liberties,yes
"I really should tweet more, though. Actually. Like I really should.",yes
That makes me feel good about myself,yes
"Why not let every country have nuclear weapons Nuclear weapons do not kill people, people do.",yes
Does anybody know if  is gonna be on TV anytime soon,yes
Because  my kids had to eat a generic snack with our movie.  Thanks  for making me fail at parenthood.,yes
As I sniffle and cough through this head coldweather change crap...      ...,yes
"crickey, I did not know johny wilkinson won   the World Cup!!!!!  cheers sky",yes
"Here comes my favorite person in the whole world,",yes
lol... I find this hilarious.,yes
the holy war What is this game you speak of Doubt it is important enough to play ever year. maybe every 3,yes
New driver in the No2 car,yes
"Accept from others as it requires  thinking, discerning meaning beneath d surface, which cd b a hallmark of .",yes
I totally enjoyed a 9 hour shift in the rain today...,yes
Its almost as if no one can tackle anyone out here. Very troubling for the cover team.,yes
"If you have to take phone calls, you are too old to text or you are a drug dealer",yes
Who actually thinks that,yes
Yes. I find it extremely sexy when your nasty self honks and hollers at me while I am out for a run unamused_face,yes
I would have thought that my daily political rantings and sarcasm have gotten me more followers.,yes
"Since stand up comics are a minority in India, they should apply for reservation too.",yes
What!  I am shocked!  Throw the abusers in jail.   runs rampant in the UN....amp in govt.,yes
Oh Shes 8! WELL THAT MAKES IT FUCKING BETTER THEN!!!!111!1!11!ONE!!!EXPLANATIONMARK!!!! FUCK,yes
im so  about my  tomorrow  I have always wanted my 511  220lb frame to be stuck in a small tube for 30 mins,yes
"What did the Pacific Ocean say to the Atlantic Ocean Nothing, it just waved!",yes
Why I said that.,no
Brady will recoup all lost wages by doing commercials for a wireless provider for the purchase of phone insurance,yes
Such CLASSY girls this season!,yes
"Yes, and Swerved was so good that it angered talents, prompting its cancellation. Too good for a second season.",yes
"Working up a nice prework sweat this morning, thanks !",yes
"This is great, I get to see people live tweet wresting. Awesome.",yes
thanks  for closing half the Detroit banks so now I have to travel a few miles further then wait in a long line on 2 tellers.,yes
Dont you just hate people that have two faces Like how did they get so lucky... grinning_face_with_sweat,yes
"Evil plan Ship 100s of Jeep Cherokee to , exploit remote hack, eliminate targets.",yes
I dont understand what you mean.,yes
of  The resemblance is uncanny.,yes
BREAKING!! The Release of OTIX and OTX Announced!,yes
I love solo queue on cs go!!!,yes
"Whoa, whoa, two favorites on that last tweet in under five minutes. I am DEFINITELY popufur now!",yes
The world needs more pictures of food. Maybe.,yes
welcome to the wonderful life of repaying student loans! Its a blast!,yes
Trump Builds Giant Wall Around Press Conference to Keep Jorge Ramos Out  sort of,yes
Wow... I slowed down drastically from this morning... Wonder what has changed,yes
". Oh, but it is ALWAYS about them.",yes
Lots of online publishing works missed because of my very good  Internet connection. Youre NUMBER 1!,yes
Open carry is legal in MO... GREAT!! Lets encourage everyone to show up with a gun.,yes
If the  could trade Joe Blanton for David Price straight up would you do it,yes
Lets try to outlaw hatchets too,yes
Fabulous! now I am covered in hives!,yes
No fun tonight!,yes
"I think Clays history, which means Shelli will cry and be whiny. Cant wait for that.",yes
why is patrick kane being investigate by the police considered big news if they didnt find anything...,yes
How dare you interpret what another human being said!  You have no right.,yes
This is a great example of how powerful and worthy all political parties are in Lebanon.,yes
After they both named all of the other provinces and territories too!,yes
Imagine if all the stones in front of my house turns to gold amp I get them all.. what a year this would be!,yes
Everyone seems so happy to be here!,yes
Being allergic to Mosquitos is fantastic because when you get bit it looks like you have a welt the size of a quarter unamused_face....,yes
"Harry Kane says he wants to become a spurs legend, well he is sorted that already, now for the big move.",yes
"is good Yeah, right       via",yes
To think an actor needs to be paid to appear in something! The fucking horror of that concept!!,yes
Pro tip Eat a large packet of toffee popcorn right before HIIT.  ,yes
Breaking News Ted Heath Tory PM was gay i am shocked He was into very young boys  Tories are nice people we are told.,yes
done right. LMAO OK_hand,yes
What an honor.,yes
Oh goody. Fire alarm.  Nice to see everyone comes out when it goes off.,yes
"Its the Democrats that are prowomen, right",yes
Ha! A laugh for your Saturday evening.,yes
"Worked for Baltimore. Mayor cleared out the police, and everyone went home peaceful.",yes
"Acting jobs seeking real doctor, lawyer, priest, etc..that should be for all roles, real burglar, ghost, murderer",yes
Redknapp and Henry. Now there is a pair of expert opinions,yes
Think of room service!,yes
Feel free to beep me if this statement is wrong... anguished_facesmirking_faceseenoevil_monkey,yes
"By WAR, Votto is only the sixth best player. I cannot believe he sucks so bad.",yes
What a shock...,yes
"Being both  and  is a lot of work, you know   ",yes
What if they cant handle the trophy less season for one more year when barca win league and copa del rey again.,yes
